wallet,total_fee,token_diversity,defi_activity_count,mint_count,tokens_minted,spl_tokens_sent,avg_tx_value,max_tx_value,median_tx_value,avg_tx_interval,std_tx_interval,unique_destinations,dest_entropy,unique_tokens,spl_transfer_count,nft_transfer_count,mint_event_count,defi_program_count,fee_per_tx,activity_score,tx_count,avg_fee,total_sent_sol,avg_tx_size,fee_ratio,defi_ratio,mint_ratio,inv_avg_interval,cluster,behavior_label,pca1,pca2
3syDNVrWzhLwSWVUxsYv4awoJuWWwJMnWZrDNND6wKVq,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
3t4YZwp52seX6DWWEdHAKuYKPUJxxz7P1SWhMnvJ25Vw,2010000,0,1,0,0,0,0.001470516,0.001941032,0.001470516,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,1005000.0,2.0,2,1005000.0,2941032.0,1470516.0,1005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5397561641107703,0.7979885626418947
3t5J9gg4BfCg75eFSS8YYVhhmmiz6rUFQgG2ZXPctgMz,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
3t8Ehb3WTWNaLiaNZ5UqVAZYJ3XgBkbvMPephmouQXBj,220004,0,1,0,0,0,0.01308537325,0.025,0.0131441445,3.0,4.242640687119285,2,0.6931471805599453,0,0,0,0,0,55001.0,1.0,4,55001.0,52341493.0,13085373.25,55001.0,0.25,0.0,0.3333333333333333,0,🟢 DeFi User,0.801145069716352,0.6827168482431895
3tCUr7Sgyi3mpQG16M9dd7AGgCu5YyNF1nstjzirCgth,5000,0,1,0,0,0,0.000275945,0.000275945,0.000275945,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,275945.0,275945.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358400608227,-0.4461667177563739
3tV35UV7rvHqYK4zvqKXaTPBESw9QxGP7LpQRcNHjdDZ,5001,0,1,0,0,0,1e-09,1e-09,1e-09,0.0,0.0,1,0.0,0,0,0,0,0,5001.0,1.0,1,5001.0,1.0,1.0,5001.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358403808379327,-0.44616858867717485
3u7tNoQmpsvvC78F5L99dLqnB3KN3PxbKDSf1K1KJayk,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
3uLtfgihiUEgUPku8ozb35R2GZ5hFwfLM5i1N2huecvJ,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
3uSnxFFnn1waCCRDKoxAWtMnU1tafywD1fYZmjqhcRYq,110002,0,1,0,0,0,0.05,0.05,0.05,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,55001.0,2.0,2,55001.0,100000000.0,50000000.0,55001.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5237067962293769,0.41569524815034886
3uXUZ7TVizsHeazQCTyrKWGBB3rMb9tM9uDcLgafhrfR,5000,0,1,0,0,0,0.010000986,0.010000986,0.010000986,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,10000986.0,10000986.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235822819726121,-0.44608657612848207
3uZeg3MuKtAYtWrfSXuzBR5VEzNY5nkRJAdjN9BcRtSy,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
3v7ex5Ty7BMRaV8QnAe36Z7ifRzWKygYM9JgpTPs75dX,504000,0,1,0,0,0,0.0,0.0,0.0,1.0571428571428572,3.861479044118105,36,3.5835189384561104,1,36,0,0,0,14000.0,17.5,36,14000.0,0.0,0.0,14000.0,0.027777777777777776,0.0,0.9459459459459459,0,🟢 DeFi User,3.623054133959582,1.9633716822629046
3vbukwTZPdJn3atxGmLgdbRvGYUSFvKdhZch9C5Ue5J9,40050,0,1,0,0,0,0.005993502,0.005993502,0.005993502,0.0,0.0,1,0.0,0,0,0,0,0,40050.0,1.0,1,40050.0,5993502.0,5993502.0,40050.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32298996844121053,-0.4319921861746496
3viRrf8Dusyyw12vvVqqywPopXCZ6uBojo3pXqiqgHzV,4747641,0,1,0,0,0,0.8499999975,1.1,0.8499999975,58.0,0.0,1,0.0,0,0,0,0,0,2373820.5,0.0338983050847457,2,2373820.5,1699999995.0,849999997.5,2373820.5,0.5,0.0,0.017241379310344827,0,🐋 Whale,0.08983160254935613,1.07890541597562
3vyyzvmqu1MPdWURjJUyrq7Dqhq1h2EM2WKuBWBAxZ2T,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
3wUM7cKEW91Mu5LPM3NduWq9Q2J9iCBPVEHEbMq2uP2y,10000,0,1,0,0,0,0.0001012,0.0001012,0.0001012,0.0,0.0,1,0.0,0,0,0,0,0,10000.0,1.0,1,10000.0,101200.0,101200.0,10000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3234994402003322,-0.4441528347296651
3wZz9yfY5JJLQk8DSdLm948ExM24Wk853om52Ei9LqHB,360000,0,1,0,0,0,0.00015,0.00015,0.00015,0.0,0.0,1,0.0,0,0,0,0,0,360000.0,1.0,1,360000.0,150000.0,150000.0,360000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.31757765122918785,-0.3030798186260449
3wgS2GxGZS6zdCorutNToi1s2P5vddXWropC9G8emun5,2010000,0,1,0,0,0,0.00075,0.001,0.00075,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,1005000.0,2.0,2,1005000.0,1500000.0,750000.0,1005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5397558075024256,0.7979793922125729
3wskgp7Zi4xKTGv6vGSdZLEKpt5RxqidfsZE7pnGFMVR,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
3xKRiqyZXvaG8vtWwd5BGjgfhkYZEB6oUn3RbGwduuws,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
3xQiwSVf4s94DbgkjMhqv7yKS2Z8AaHJYEt1BHRFdBhf,16020000,0,2,0,0,0,0.00250530425,0.004,0.0025106085,4.666666666666667,6.599663291074443,2,0.6931471805599453,0,0,0,0,0,4005000.0,0.7058823529411764,4,4005000.0,10021217.0,2505304.25,4005000.0,0.5,0.0,0.21428571428571427,0,🟢 DeFi User,0.8385376072935363,3.0980440400154174
3xSGvHasrzVBpkTNhFy9ruvV17jbxsLDe91MXT8yTAp1,100000,0,1,0,0,0,0.014,0.014,0.014,0.0,0.0,1,0.0,0,0,0,0,0,100000.0,1.0,1,100000.0,14000000.0,14000000.0,100000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32197423263257996,-0.40776248318188435
3xv2dXLN3VKGbFJL2BZGCX5BozsE3e2L73oQwzD26WFj,60000,0,2,0,0,0,0.0140019285,0.018003857,0.0140019285,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,30000.0,2.0,2,30000.0,28003857.0,14001928.5,30000.0,1.0,0.0,0.0,0,🟢 DeFi User,0.34270185186504987,0.9441075047224188
3xztFrhcSm6SRA92sKV7UNb4388VV9HtR3qb3LZGhZtt,5000,0,1,0,0,0,5e-06,5e-06,5e-06,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,5000.0,5000.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358405411691493,-0.4461689505462788
3y7RWwWDAgovQkA2sHwN23HMa5SLpFdkcbZ27nn2XgDP,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
3yVv8HJU8nvHfMK67qtPcTgrTEoy51UybaRbcb7aYjQE,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
3yZKZjx1VWmspaxt5LMVfEATJjmXipHVSnRjEcwZMDa5,10000,0,1,0,0,0,1.8908e-05,1.8908e-05,1.8908e-05,0.0,0.0,1,0.0,0,0,0,0,0,10000.0,1.0,1,10000.0,18908.0,18908.0,10000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3234994547895182,-0.44415351287743254
3yd7oKKomdwYyt5PDxuYMzmu456B1G9RHcyQJGx49BVL,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
3zCuS4UUEEQcMV5MrPunXXYVWXmwonrS6Kpa3yYjXKkE,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
3zPScHgfyaHvfedwQcDAsfMgPqe9jxQLdGMaWL53Aoe5,5000,0,1,0,0,0,0.00162046,0.00162046,0.00162046,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,1620460.0,1620460.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235837677191313,-0.4461556379449032
414dDJCLQziburCNoKqERHsv5UQ2SHe2X6FauMnfx5z5,5000,0,1,0,0,0,0.00986,0.00986,0.00986,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,9860000.0,9860000.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358230696739865,-0.44608773795880746
417umeRFqPZXYcX15n6mFRCGVu3xK7Ec2f8W5CV8ujKp,31322,1,1,0,0,5evN2e...:5935215988,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,0,0,31322.0,1.0,1,31322.0,0.0,0.0,31322.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3335911451893119,-0.571599319201069
41MjBGGwbS1YPCV5P9VLPtBStnNwTKs1jmJGAmZmiK6n,60000,0,1,0,0,0,0.057004799,0.057004799,0.057004799,0.0,0.0,1,0.0,0,0,0,0,0,60000.0,1.0,1,60000.0,57004799.0,57004799.0,60000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3226433833949689,-0.4235306758530189
41Q9wQwLTni4xWXdKgovNKkmNnzuJrwHDRmUWkX8JcVy,40050,0,1,0,0,0,0.005993502,0.005993502,0.005993502,0.0,0.0,1,0.0,0,0,0,0,0,40050.0,1.0,1,40050.0,5993502.0,5993502.0,40050.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32298996844121053,-0.4319921861746496
41kvSQbBWLoKLrH19E9rbqW7Ac4n1jNC53CRskJ6wB9o,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
41uC4LXVgVu42cXzgby4eEFxRXMnLoSFhkM8jL8ad5jx,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
42NrHnrPNKnN36ot4RWQ4uwcCEmqYzFhvdZowrswqZLG,6010000,0,1,0,0,0,0.0018011995,0.003,0.0018011995,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,3005000.0,2.0,2,3005000.0,3602399.0,1801199.5,3005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5735950724609684,1.6041219940447868
42ax1xy3cTLqKd3irNvpYb7pxTNscPb1SK2C8jccoWAU,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
42bP23piBqot5Tvu6YCYMPthxvyy9AyPyLznkvPXebMd,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
42m3ak1dZDd4L1ni2ae4G8SxLhuXgPVvBXKhUvJhm31y,5000,0,1,0,0,0,9e-05,9e-05,9e-05,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,90000.0,90000.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358403904763955,-0.4461682500825614
435UBENvMGCWpGzhRzhSZyeNYfXJdYW18ww6HyihorJb,5000,0,1,0,0,0,0.002841583,0.002841583,0.002841583,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,2841583.0,2841583.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235835512316165,-0.44614557497600915
438qBwyWAQ6cTCuqWSBvJvuifqkUWcKbrude5EkjeF5r,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
43QmFc2QPPGyMrSNuPnhvfs8BFW1XVZYFdbwURtWoo9x,9000,0,1,0,0,0,0.0001,0.0001,0.0001,0.0,0.0,1,0.0,0,0,0,0,0,9000.0,1.0,1,9000.0,100000.0,100000.0,9000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32351635978541665,-0.44455590922986477
43d5sGkW5jcNpdAyoRZYRoUXyMorZd9jjHBRrcJgmPtP,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
43njk7bBf1mx2ugVXWsHpDBJ3oiGS53ey7WmyEbWTo8k,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
43nuMFaBxk4W5dTYq6UdM7Y7Lp7zbv5ngz3ixudYhLpF,44000,1,1,0,0,4Cnk9E...:2,0.0,0.0,0.0,0.0,0.0,2,0.6931471805599453,1,2,0,0,0,22000.0,2.0,2,22000.0,0.0,0.0,22000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5126712513847529,0.2657175394654136
44ZgAnnMEYgvmCBMDrxFM98nQ81rwi2fWnuo7MdFkQmz,64000,0,1,0,0,0,1.693748864,1.693748864,1.693748864,0.0,0.0,1,0.0,0,0,0,0,0,64000.0,1.0,1,64000.0,1693748864.0,1693748864.0,64000.0,1.0,0.0,0.0,2,🐋 Whale,-0.3222855347639098,-0.4084304193817469
44cHewR6i4kYDs9LY64nV54UcttTndEsRtGQi452QWvL,710000,0,1,0,0,0,0.0003,0.0003,0.0003,0.0,0.0,1,0.0,0,0,0,0,0,710000.0,1.0,1,710000.0,300000.0,300000.0,710000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.31165584431674154,-0.16200596855856333
45upWDAqJyu2mDCxFEkvcmMb5co2Gy71YYMG1YKLtSV3,15000,0,1,0,0,0,0.094197435,0.094197435,0.094197435,0.0,0.0,1,0.0,0,0,0,0,0,15000.0,1.0,1,15000.0,94197435.0,94197435.0,15000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323398161431829,-0.4413620881606677
45w9unpVeSgXHDjzKTAkHWobZsoFsGNUF9SKDYJhmMeS,5000,0,1,0,0,0,0.00055189,0.00055189,0.00055189,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,551890.0,551890.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235839571611971,-0.44616444376272096
461XRqMYPtrcLaBck6FWp8xVbRb6CWc7PMV4PfnkmhrS,6010000,0,1,0,0,0,0.002006053,0.003,0.002006053,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,3005000.0,2.0,2,3005000.0,4012106.0,2006053.0,3005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5735951738500668,1.6041246013353163
46LVca1sQvePTPXXkD3gqfQG4NmqWpsJZUayXwSFqbB3,5600,0,1,0,0,0,5e-09,5e-09,5e-09,0.0,0.0,1,0.0,0,0,0,0,0,5600.0,1.0,1,5600.0,5.0,5.0,5600.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235739033790514,-0.44592715294204305
46h1WiaXW7z2s6G1WUYsJby8SjRhFvkzEH6rZukq1Q8r,10000,0,1,0,0,0,0.013003172,0.013003413,0.013003172,24.0,0.0,2,0.6931471805599453,0,0,0,0,0,5000.0,0.08,2,5000.0,26006344.0,13003172.0,5000.0,0.5,0.0,0.041666666666666664,0,🟢 DeFi User,0.521241691658822,0.39649258265928367
474CMehmDb72QDavDLzfJypG58FMWJCa9XJLev7uhwEy,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
47PkqSmgLUMtTczLQV8dSsqiiwgbcpqinqLZcE5z8vXc,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
48BWT8Z5RRnsqZvzQsTJoUt88cJrFtGBQjYW7eJ6Thiy,110002,0,1,0,0,0,0.0101266645,0.018,0.0101266645,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,55001.0,2.0,2,55001.0,20253329.0,10126664.5,55001.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5236870615334478,0.41518775684547077
48JLxLrRp4n4ANnodAaFPdbfKwYuTWVxGw7rXw1oaos6,15000,0,1,0,0,0,0.491686195,0.491686195,0.491686195,0.0,0.0,1,0.0,0,0,0,0,0,15000.0,1.0,1,15000.0,491686195.0,491686195.0,15000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3233276924014134,-0.4380864828141069
48RsQgmb6dgGUsrnQmdyQbSSsDmPYKpgGz41o5Gdsm8A,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
48SEZF2xu5D7ce3TAev5JHoLjgkcRZBb59BWdbUts8Tk,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
48gjkXVCuS8yP8tggexai4nVnM85vCvqfRZ8JuEhm5kh,720000,0,1,0,0,0,0.00015,0.00015,0.00015,12.0,0.0,2,0.6931471805599453,0,0,0,0,0,360000.0,0.1538461538461538,2,360000.0,300000.0,150000.0,360000.0,0.5,0.0,0.08333333333333333,0,🟢 DeFi User,0.5386557291919722,0.5378469885056673
48vxMUCtsanpRUGg3NyYB1J4gFXajed3jZaJLZRHk4sZ,110002,0,1,0,0,0,0.0094174565,0.018,0.0094174565,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,55001.0,2.0,2,55001.0,18834913.0,9417456.5,55001.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5236867105218243,0.415178730339691
49FY1S9oru1vz3QJCbKvixsfCg4tbyw5Js9GhAo32cV3,80000,0,1,0,0,0,0.0448635845,0.067329607,0.0448635845,28.0,0.0,2,0.6931471805599453,0,0,0,0,0,40000.0,0.0689655172413793,2,40000.0,89727169.0,44863584.5,40000.0,0.5,0.0,0.03571428571428571,0,🟢 DeFi User,0.5202159844783739,0.4112306904333833
4A6C4Xt8oKpnscrMLNRM5QiCPMqCjaC9gNr1e44MywFb,6350,0,1,0,0,0,0.232714833,0.232714833,0.232714833,0.0,0.0,1,0.0,0,0,0,0,0,6350.0,1.0,1,6350.0,232714833.0,232714833.0,6350.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235199568635787,-0.4437071098539569
4ASWZ79RdgyL8EVPTCkQrn74ztWYSG14ws6fjEWV8wBv,15000,0,1,0,0,0,0.0001,0.0001,0.0001,0.0,0.0,1,0.0,0,0,0,0,0,15000.0,1.0,1,15000.0,100000.0,100000.0,15000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32341484355136624,-0.4421375215620641
4Aj8jw7aHzgAd2dzYrbZnPFt8NEwqTcRBmWenv8HUxyx,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
4ArBDXe1myG6fTAveooyxiTGD2A2fFmZpX8Zzr38ir6V,5001,0,1,0,0,0,0.0001,0.0001,0.0001,0.0,0.0,1,0.0,0,0,0,0,0,5001.0,1.0,1,5001.0,100000.0,100000.0,5001.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235840203554113,-0.44616776461045393
4AtehijZgrf8NXnwdR4RKXqSYzmTkaX7fKy5F6SrdgUi,14000,0,1,0,0,0,0.09,0.09,0.09,0.0,0.0,1,0.0,0,0,0,0,0,14000.0,1.0,1,14000.0,90000000.0,90000000.0,14000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32341582494892257,-0.4417997427828346
4BBNjfJfr7k3g8Q2Mq2yqJnBPgSeZZzqP9NRbrhx8du7,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
4BDs4exSDXtEWAizvh4RK28FpgxcK4X5hMBrYEJWqFDD,5000,0,1,0,0,0,0.00099,0.00099,0.00099,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,990000.0,990000.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3235838794906061,-0.44616083340790647
4BLeK1giRipgGK5aEhmmL2zi4SUfMthA8Nf3iRHPfbqU,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
4Boye4j2edmJoZWmcJm6AJ77Tvtu6XzxkcBsD5nA5RBG,40050,0,1,0,0,0,0.005993504,0.005993504,0.005993504,0.0,0.0,1,0.0,0,0,0,0,0,40050.0,1.0,1,40050.0,5993504.0,5993504.0,40050.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3229899684408559,-0.43199218615816803
4C2drKMAnfiNwZG1gc4Es5tJXsQLeUNbcBDpEuA4Ut7K,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
4CNyFPxRxyTc51CXaChxGwTuvNsx3tcnEcxY1wjsiFfz,110000,0,1,0,0,0,0.043048317,0.043048317,0.043048317,0.0,0.0,1,0.0,0,0,0,0,0,110000.0,1.0,1,110000.0,43048317.0,43048317.0,110000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32179988906106577,-0.40349245716170345
4ChZV4xcxU6bLDfFgLixa4mMuGy5mNWpdYV5qv6Gm8SZ,6010000,0,1,0,0,0,0.002,0.003,0.002,0.0,0.0,2,0.6931471805599453,0,0,0,0,0,3005000.0,2.0,2,3005000.0,4000000.0,2000000.0,3005000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5735951708542272,1.6041245242952384
4CtNCfXFAnZzLNJvXWBxHffezAzjegZbQLX9ZdoQm9T8,36400,0,1,0,0,0,1e-06,1e-06,1e-06,0.0,0.0,1,0.0,0,0,0,0,0,36400.0,1.0,1,36400.0,1000.0,1000.0,36400.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.3230527865345268,-0.4335127547144538
4DEdqgeCaaWxMJ9EVhZcMdbCR8Us18XAc7k6XgvaoA7i,5000,0,1,0,0,0,0.000892876,0.000892876,0.000892876,0.0,0.0,1,0.0,0,0,0,0,0,5000.0,1.0,1,5000.0,892876.0,892876.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.323583896709292,-0.4461616337824722
4DQAEKNbeLUFMrsBDQC8BiHRkDHr8UxH3pbd3fXFtwPi,44000,1,1,0,0,9TY6DU...:2,0.0,0.0,0.0,0.0,0.0,2,0.6931471805599453,1,2,0,0,0,22000.0,2.0,2,22000.0,0.0,0.0,22000.0,0.5,0.0,0.0,0,🟢 DeFi User,0.5126712513847529,0.2657175394654136
4DkY5ypXjFrQmoUTtxfkHh6tjcgEYcnbStjZjBEEicZw,5000,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,1,0.0,1,1,0,0,0,5000.0,1.0,1,5000.0,0.0,0.0,5000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32358405500334286,-0.4461689917500269
4DvJpFSVgFLFnATpM3iHP2ZWiEumDxgxYEfNDVDMuF5U,110000,0,1,0,0,0,0.227280056,0.227280056,0.227280056,0.0,0.0,1,0.0,0,0,0,0,0,110000.0,1.0,1,110000.0,227280056.0,227280056.0,110000.0,1.0,0.0,0.0,2,🟢 DeFi User,-0.32176722742801955,-0.40197424952917926
