wallet,tx_count,total_sent_sol,avg_tx_value,median_tx_value,max_tx_value,avg_fee,total_fee,fee_ratio,avg_tx_interval,std_tx_interval,unique_destinations,dest_entropy,token_diversity,mint_count,mint_ratio,type_system_transfer,type_spl-token_transfer,type_system_createAccount,type_spl-token_closeAccount,type_spl-token_transferChecked,type_address-lookup-table_extendLookupTable,type_spl-associated-token-account_createIdempotent,type_spl-associated-token-account_create,type_unknown,type_system_advanceNonce,type_system_createAccountWithSeed,type_spl-token_burn,type_spl-token_approveChecked,type_address-lookup-table_createLookupTable,type_spl-token_approve
6WwHRvGrkeR13Bb6XbXJMLngMw3cuv6WQs1K38kqvSTN,2,0.005017933,0.0025089665,0.0025089665,0.004,4005000.0,8010000,4005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
BfjSQGzsJGjePpcRmafQgm2zrZ9Q15WzhocC8NPtt2zm,1,0.00055189,0.00055189,0.00055189,0.00055189,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FL9JY6bjR3FyraAry3p3192SBfe6hnTY8DRwuSuRYRBL,1,0.000275945,0.000275945,0.000275945,0.000275945,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HCQoZi4UsUMyTrpV9JpXydQdSPgC9vmAkmw2Ya5eHrDH,1,0.000275945,0.000275945,0.000275945,0.000275945,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C6uq3kFSMDwudLR2ecaWduDYviWEWiJiag7F6A93FyDL,6,0.000833047,0.00013884116666666667,0.0001656005,0.000165645,5000.0,30000,5000.0,17.0,23.220680437919988,5,1.5607104090414068,0,0,0.0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3LkGTjNsF2zWc2ddBPHYyEJJZKqbdHJDgfjztxnjwL5R,8,0.013794316,0.0017242895,0.000431727,0.010872525,5000.0,40000,5000.0,12.142857142857142,12.005100956659708,6,1.7328679513998633,0,0,0.0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gfV72XnAkffa7CWCDZKzYPWKRoogYh9wgrdy8mmjUdM,4,0.118582219,0.02964555475,0.030003669,0.030571919,5000.0,20000,5000.0,26.333333333333332,17.9133717900592,4,1.3862943611198906,0,0,0.0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ECaaoqfSoSFNgrnvqMpGxCc23vFdnZ3tmqgj2992G8XT,4,1.700535852,0.425133963,0.425133963,0.85,88491.0,353964,88491.0,8.333333333333334,11.785113019775793,2,0.6931471805599453,0,0,0.0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
3ZhnhoFxKRCuecFmAUZVx3zogepC55Zov1aidkRWJtFW,1,0.143961271,0.143961271,0.143961271,0.143961271,1445377.0,1445377,1445377.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ljvi7NdxhZuD4LVhi9JwEGa7ZvnSns5NfCJvGsFMtDH,2,0.008,0.004,0.004,0.005,3005000.0,6010000,3005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7Etz1uKa87hiuk1dnNiS1j39iidGHFFzbkcjxDhgNeN1,1,0.030571855,0.030571855,0.030571855,0.030571855,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7jPacRXFAq3eNMmyVQs9UrNzB8S4dpUxjpwxnWMwHf98,1,0.00261451,0.00261451,0.00261451,0.00261451,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2V8tk2XhqMQD5YjaWSxbQ91HRA7TizuySVyXUZ1UTFGB,1,0.0261451,0.0261451,0.0261451,0.0261451,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H7X4sEVSkkxxseoDDATRrEk8ASzJb1dKfHeg9euzZQGZ,42,13.717499998,0.3266071428095238,0.06905,1.3432,5400.0,226800,5400.0,2.0,3.987786231029723,28,3.166166624273187,0,0,0.0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
JAZAaGtcJn5JzZ3ACQ1TiLKJqpGd2RGVhT4oF8V5GiZi,1,9e-05,9e-05,9e-05,9e-05,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EAfrrHkq4j17tUM5BGc5T588PKQbkiYC4oEFFWF9deq7,1,9e-05,9e-05,9e-05,9e-05,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BSwyoh3gTjGfaNwLMjTXMmLz2EiNVgCVaiExphcmk3u8,2,0.012127001,0.0060635005,0.0060635005,0.006786642,6790714.0,13581428,6790714.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FJ3aDC2nroBUjei8JdSVK2dw1fc9vZhb68icrTJECsML,2,0.048571566,0.024285783,0.024285783,0.038571566,30000.0,60000,30000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2TPnBYwEJztSMLUpfxd2tiiU62dc6NMJcenqfWejzmNH,3,0.028466575,0.009488858333333334,0.013571848,0.014571774,21666.666666666668,65000,21666.666666666668,3.5,3.5,3,1.0986122886681096,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EuyqgwAt8ZVvyzBf1hACrBhSZJQEVrpW7kdEamG3QPP4,1,1e-07,1e-07,1e-07,1e-07,5030.0,5030,5030.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G5FM3UKwcBJ47PwLWLLY1RQpqNtTMgnqnd6nZGcJqaBp,2,0.001,0.0005,0.0005,0.0005,5000.0,10000,5000.0,3.0,0.0,1,0.0,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7c7rPJn8izkTZhwUHEKEVEHnxXpwWyiTV7navqGftDXH,4,0.0067,0.001675,0.00175,0.003,55001.0,220004,55001.0,11.666666666666666,16.49915822768611,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
em6TvQHkDZb28cwASqaqfykPKF7AnSCM3f47j5xN1Xa,2,0.004066895,0.0020334475,0.0020334475,0.003,3005000.0,6010000,3005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7iNnKubLvgVPvuyBpWmaWpJE6JbNN6SQYwoRGpEHHrXv,1,0.85,0.85,0.85,0.85,20000.0,20000,20000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EF2C4o16XsRdjyVgkdXyUWELiKmeMVq8nCHZePyDomhd,3,0.0,0.0,0.0,0.0,1163623.3333333333,3490870,1163623.3333333333,35.0,5.0,3,1.0986122886681096,1,3,1.0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
9qryEEQ4i91wAkDiBj1XgzzSrRgX3V25KpWMzEtWJ3Kh,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36fuC9TZRdR9HfWAZs4DSyi8bFpgHWPh92QEAwHM79jn,1,0.1567752,0.1567752,0.1567752,0.1567752,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D4wDJubm3gcJNKTTsTb22osw2WvE4T1SSZLjya6eSiAY,1,0.014,0.014,0.014,0.014,100000.0,100000,100000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAC1i3D3GPYyEPE3G9FxCpNSDPLivVj7RTbKUiLpevvY,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3dTrv8jmvZsbpkkFomujyparZdi4xm5vmPa719HxWY7i,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6VyspWzHEka7rgowjKcgoQB9wSsRnMjidZjj8WmqwY4w,2,0.001195,0.0005975,0.0005975,0.001194,5000.0,10000,5000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B5PvbpzHcxif5xs7bVKbJNZXd7yiitJAV1qf2PptsFGN,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4XLMf781UiuNtpeH5cQzCLCnNTyUwGZG2p844JNWFA4V,2,0.001195,0.0005975,0.0005975,0.001194,5000.0,10000,5000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22HuSXXspkFVWrPCf3EZEpCEcfn2kbkJ5oberKXUyhgs,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
E1KpdqpFs3ShZSdMgso94XZbTutyEb655W5Zhm49mYwU,2,2e-06,1e-06,1e-06,1e-06,36400.0,72800,36400.0,71.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3VXRcg1kyYcRcyD9vzcR3Lt3x9ajfAYudq3GhAjrTW4x,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EwFaJHHESYPdaVA259vg6ExtQMD4ZXkbfft5tksBGnz1,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tmrHmir2KpmqxrJi7AggAzTKsdktpQ7F6Ei1fMUpoc8,1,1e-06,1e-06,1e-06,1e-06,36400.0,36400,36400.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6YFXrE43kqwPUjaqD1xA2nhhbWfj8xPitCNKvGNBBRHJ,1,0.00099,0.00099,0.00099,0.00099,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361UFdLxdD8iM3Zocooo87jAekx2TuqqfumJhJkTCeWC,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AfnFYeHmHN4k6nExwF6MJr16ocmAiGKGLkCLZyuPTaEy,1,0.000979968,0.000979968,0.000979968,0.000979968,10000.0,10000,10000.0,0.0,0.0,1,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
GSV3UQjDFEsDAvaRW6ANcLxwoa3dZFXKqUFpPNZVdh7a,2,0.036575758,0.018287879,0.018287879,0.01857207,5000.0,10000,5000.0,56.0,0.0,2,0.6931471805599453,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4YdLXnWMBJkUryqX5QnDK2awVP7EtS8C3SxKo8BrUwk6,1,0.000275945,0.000275945,0.000275945,0.000275945,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3my2QMRBMysQ34vmSVms4bykRs2n84M5F2QRn5swFhAt,2,0.008673266,0.004336633,0.004336633,0.005000166,5005000.0,10010000,5005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HbFkosuj6i87Ur3UTwDqzHBWnZs6sm8vf49THciepRGq,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
738z2sQetfNQ2XyCJefksumt85Jt96YGjZQBbqgRDN5R,2,0.043,0.0215,0.0215,0.04,3005000.0,6010000,3005000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5R4kmfbhunGvSBerBzVdeBrLCqLdUR7u66eybCmyXzTZ,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
v5ty6cV6EJZtdWkFB2dCeUbkKPuGEdL3JjczSSQpJca,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d2ipQrWn3NgsJuZM8HV6gHTyShHMMQMzDjw53ZF61ST,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BzgMsE3nVs6zAPGVvLjrjsLpYCuHKi6rkTmBk7BQwatd,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6kNykUAjYaoFcuNE8mvkgbmeWwYWmSFegW9rpXx5pSAy,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4ttmc1FGSFfzfjVaAwm5X1rKhr6u3yuKABRaPmpa5X26,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F9EyFJ5EKiWJ3hbWWyaGkYe6nv2jG1rSgmpYy4S9QGzB,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9D5VHRTs3tzJnHC6xwQSV7SwWsTGjGHcvDkqqAHGtcx6,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CF7FEBvff6qjtG7W7hn3LczooL1vTAAnhM9Sdb5uJnRf,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5UyYeHepEV9nszbGhRqe2BysZfNbQttd49tq1k1XD7Gg,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6Xsw5bLwTrX5SXSkeDnbft3gfP7tgrH9FQ6ubK58DS9e,1,0.007,0.007,0.007,0.007,15000.0,15000,15000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CBSCtrJFUAp9oJ6ZwbmkGZcvZHcMsoCBtNnkqbreutYL,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2Hs3qzjRLLHmh7umYcfprs2L3Hb1CRJKvsp5BCG1Q9gG,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uQhYfNpktv6XC2tFuzit5fJCrmvJnHxHkdGwnRTBfjq,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
J97jwU6Lmcq3SUpavMezfLEDTvHkfDWUmsvRmGrAaeUp,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AZei73yEjBRdHhmwvvRMQeRjyRi8z2sLn9N7JzRtuhYu,3,3e-07,1e-07,1e-07,1e-07,5030.0,15090,5030.0,4.5,4.5,3,1.0986122886681096,0,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5uD5o1zK2Su3QcvVfMfEeNYFP2HfWRx7bVgbQVpjGi3b,2,0.001195,0.0005975,0.0005975,0.001194,5000.0,10000,5000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DbQGWPWhjdc4WLzAhpBUWeNATJ5Z9TCCLRhbfb8HfZMy,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5FJfFcfZSpiYQSqWsLxLKHVEdpD3oDj9ixUANLdgPJ5m,1,0.000892876,0.000892876,0.000892876,0.000892876,5000.0,5000,5000.0,0.0,0.0,1,0.0,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8fJ5kJW9DA2bCwwqvp3XqiZPz4F8w9s6dUhapjkxWw1T,2,0.001195,0.0005975,0.0005975,0.001194,5000.0,10000,5000.0,0.0,0.0,2,0.6931471805599453,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
